Unnamed: 0,text,sentiment,label,cleaned_text
1402,"hamen yahi sab apne digital jivan men bhi karna learn parta hai
",neutral,1,hamen yahi sab apne digital jivan men bhi karna learn parta hai
1403,"files s archive men update karen
",neutral,1,files s archive men update karen
1404,"is pustak ke lekhak ki october 1972 men, leninagrad men, lola se, unke ghar par bhent huee.
",neutral,1,is pustak ke lekhak ki october men leninagrad men lola se unke ghar par bhent huee
1405,"vah aakashon aur earth ka aur jo kuchh unke bich hai sabka rab hai, atyant kripashil hai, uske samne bat karna unke bas men nahin hoga
",positive,2,vah aakashon aur earth ka aur jo kuchh unke bich hai sabka rab hai atyant kripashil hai uske samne bat karna unke bas men nahin hoga
1406,"ve bole ,   moses ! ya to tum phenko ya phir ham pahle phenkte hain.
",neutral,1,ve bole moses ya to tum phenko ya phir ham pahle phenkte hain
1407,"243b  powers , aadi ki responsibilities , authority aur uttardayitv-
",positive,2,b powers aadi ki responsibilities authority aur uttardayitv
1408,"banking system ki is mazbooti ne ke outside se investment ko bhi bahut aakarshit kiya lot
",positive,2,banking system ki is mazbooti ne ke outside se investment ko bhi bahut aakarshit kiya lot
1409,"nakaratmak jnjanvad body aur spirit ke relationship ko snyogatmak aur meaningless manta hai.
",negative,0,nakaratmak jnjanvad body aur spirit ke relationship ko snyogatmak aur meaningless manta hai
1410,"panini n keval india ke , apitu world ke sabse bare linguist hain , jinhonne descriptive roop men language ka vivid evn extensive studies kiya.
",neutral,1,panini n keval india ke apitu world ke sabse bare linguist hain jinhonne descriptive roop men language ka vivid evn extensive studies kiya
1411,"kintu dramatic action natkiy kriyaklapon ka mukhy srot manovaijnjanik hai.
",positive,2,kintu dramatic action natkiy kriyaklapon ka mukhy srot manovaijnjanik hai
1412,"yadi 20 gram magaj ek kap lukewarm water men avshoshit kiya jaye to brown coloured colour vain ka rng ka halka sungdhit pey taiyar ho jayega.
",neutral,1,yadi gram magaj ek kap lukewarm water men avshoshit kiya jaye to brown coloured colour vain ka rng ka halka sungdhit pey taiyar ho jayega
1413,"pratyek vertex ek label hai , aur in label following property hona aavashyak hai.
",neutral,1,pratyek vertex ek label hai aur in label following property hona aavashyak hai
1414,"yadi aarnbh men british government dvara aesi dharna public recognition n ki jay , to bhi yah spasht roop se understood liya jana declaration ki ham keval isi basis par batchit kar sakte hain , other kisi basis par nahin.
",positive,2,yadi aarnbh men british government dvara aesi dharna public recognition n ki jay to bhi yah spasht roop se understood liya jana declaration ki ham keval isi basis par batchit kar sakte hain other kisi basis par nahin
1415,"concert ke kisi something par hns rahi hon.
",positive,2,concert ke kisi something par hns rahi hon
1416,"language model adapts karta hai jaise aap likhte hain
",neutral,1,language model adapts karta hai jaise aap likhte hain
1417,"agriculture department kharif pre aur rabi pre programme aayojna workshops ka planning karta hai jismen department ke officers , kshetriy level ke karyakarta , agriculture sciences scientists university isi tarah ke departments ke officers aur related input agencies ke officers bhag lete hain.
",neutral,1,agriculture department kharif pre aur rabi pre programme aayojna workshops ka planning karta hai jismen department ke officers kshetriy level ke karyakarta agriculture sciences scientists university isi tarah ke departments ke officers aur related input agencies ke officers bhag lete hain
1418,"bhale hi yah kavita unki samagr rachnavli men snklit hone se rah gee thi, to bhi apni pahli upasthiti se establish his reputation karne men sahayta mili thi
",positive,2,bhale hi yah kavita unki samagr rachnavli men snklit hone se rah gee thi to bhi apni pahli upasthiti se establish his reputation karne men sahayta mili thi
1419,"optical photo conductor functioning nahin raha hai
",negative,0,optical photo conductor functioning nahin raha hai
1420,"s ko s men sending men error
",negative,0,s ko s men sending men error
1421,"cultural relations indian cultural relations council country ke cultural ambassador ki role nibha rahi hai.
",neutral,1,cultural relations indian cultural relations council country ke cultural ambassador ki role nibha rahi hai
1422,"usne hinduism ke principles ka prchar kiya.
",neutral,1,usne hinduism ke principles ka prchar kiya
1423,"tritiy party guarantee agar time of disbursement ya isse pahle bndhak ka srijan nahin kiya ja saka hai.
",positive,2,tritiy party guarantee agar time of disbursement ya isse pahle bndhak ka srijan nahin kiya ja saka hai
1424,"44 year old javaharlal nehroo jnu india aur videsh men ek  difference  tarah ke jnu ke roop men suvikhyat hai.
",positive,2,year old javaharlal nehroo jnu india aur videsh men ek difference tarah ke jnu ke roop men suvikhyat hai
1425,"aur yah ek 40 arab dlar business next 7 varshon men hone ja raha hai
",neutral,1,aur yah ek arab dlar business next varshon men hone ja raha hai
1426,"track the actor par nazar rakhne ke lie clip region ko set karen
",neutral,1,track the actor par nazar rakhne ke lie clip region ko set karen
1427,"tribals apni aay augment ke lie bhi bamboo par depend rahte hain
",neutral,1,tribals apni aay augment ke lie bhi bamboo par depend rahte hain
1428,"pirates ke caribbean : murde ka man
",negative,0,pirates ke caribbean murde ka man
1429,"uski duty night ki shift men soochit hai.
",neutral,1,uski duty night ki shift men soochit hai
1430,"leaf men paya jane vala ek type ka vein arrangement jahan apne aarnbh hone ke other se end hone ke other tak shiraen ek doosre ke samantar hoti hain
",neutral,1,leaf men paya jane vala ek type ka vein arrangement jahan apne aarnbh hone ke other se end hone ke other tak shiraen ek doosre ke samantar hoti hain
1431,"brought kya chiz saknr jahannam men le aaee
",negative,0,brought kya chiz saknr jahannam men le aaee
1432,"hamara tatkalik lakshy snchari bimariyon ka unmoolan eradicate communicable diseases par niyntran hona chahie.
",neutral,1,hamara tatkalik lakshy snchari bimariyon ka unmoolan eradicate communicable diseases par niyntran hona chahie
1433,"yah cyber city tabhi se operational hai.
",neutral,1,yah cyber city tabhi se operational hai
1434,"indian government pichhle 5 varshon se basic education se vinivesh kar rahi hai.
",neutral,1,indian government pichhle varshon se basic education se vinivesh kar rahi hai
1435,"nissndeh hamne use ek barakat bhari rat men avatrit kiya hai.-nishchay hi ham savdhan karnevale hai.-
",positive,2,nissndeh hamne use ek barakat bhari rat men avatrit kiya hainishchay hi ham savdhan karnevale hai
1436,"aur fir ham kya karte hai ham negotiate tay karte hain.
",neutral,1,aur fir ham kya karte hai ham negotiate tay karte hain
1437,"language mera math nahin samet sakti
",neutral,1,language mera math nahin samet sakti
1438,"yadypi motions house ki variety proceedings se snbndhit hote hain tathapi unhen tin principal fall men rakha ja sakta hai , arthat mool  sabstentiv  motions , substitute  sabastityoot  motions aur subsidiary  sabsidiyri  motions
",neutral,1,yadypi motions house ki variety proceedings se snbndhit hote hain tathapi unhen tin principal fall men rakha ja sakta hai arthat mool sabstentiv motions substitute sabastityoot motions aur subsidiary sabsidiyri motions
1439,"tera rab to bastiyon ko vinasht karnevala nahin jab tak ki unki metropolis to read koee rasool n bhej de, jo hamari aayten sunae. aur ham bastiyon ko vinasht karnevale nahin sivay is sthiti ke ki vahan ke rahnevale zalim hon
",positive,2,tera rab to bastiyon ko vinasht karnevala nahin jab tak ki unki metropolis to read koee rasool n bhej de jo hamari aayten sunae aur ham bastiyon ko vinasht karnevale nahin sivay is sthiti ke ki vahan ke rahnevale zalim hon
1440,"jaise 1X mainas 025X ke jaise likha aur vah saman chiz hai jaise 075X
",neutral,1,jaise x mainas x ke jaise likha aur vah saman chiz hai jaise x
1441,"yarir part kisi ang ka asamany roop se phnsna ya simit ho jana
",neutral,1,yarir part kisi ang ka asamany roop se phnsna ya simit ho jana
1442,"certificate    CERTIFICATENAME   ek certification authority ka prtinidhitv karta hai
",positive,2,certificate certificatename ek certification authority ka prtinidhitv karta hai
1443,"un ones ne error fathers dada ko gumrah paya tha
",negative,0,un ones ne error fathers dada ko gumrah paya tha
1444,"meeting lagabhag 11 ya 12 meeting was held huee.
",neutral,1,meeting lagabhag ya meeting was held huee
1445,"agar tum hamen katte ho, to kya hamara khoon nahin bahta,
",negative,0,agar tum hamen katte ho to kya hamara khoon nahin bahta
1446,"in gatividhiyon ko chalane ke lie environment protection act , 1986 ke antargat following rules adhisoochit kie biomedical hain : 1 hazardous chemicals ka manufacture , storage tatha import rules , 1989:2 hazardous waste padarth management tatha handling niyam-1989:3 hazardous sookshm jivaanuvanshiki injiniyri jany organisms athva cell ka manufacture , use , export evn import tatha storage rules 1989 : aur 4 jaiv-chikitsa waste rules , 1998.
",negative,0,in gatividhiyon ko chalane ke lie environment protection act ke antargat following rules adhisoochit kie biomedical hain hazardous chemicals ka manufacture storage tatha import rules hazardous waste padarth management tatha handling niyam hazardous sookshm jivaanuvanshiki injiniyri jany organisms athva cell ka manufacture use export evn import tatha storage rules aur jaivchikitsa waste rules
1447,"diff output ke sath failfoldar blend karen
",neutral,1,diff output ke sath failfoldar blend karen
1448,"isse ek din pahle unke fourth son age of thirteen varsh ki aayu men akal mrityu ne bhi jald hi unki jivanlila samapt karne men madad ki hogi.
",negative,0,isse ek din pahle unke fourth son age of thirteen varsh ki aayu men akal mrityu ne bhi jald hi unki jivanlila samapt karne men madad ki hogi
1449,"prem ke short unki first story , world ka sabse precious ratan , san 1907 men prkashit huee.
",positive,2,prem ke short unki first story world ka sabse precious ratan san men prkashit huee
1450,"unhonne kaha tha :   i nahin chahta ki india aesa country bane jahan millions people ek man ki  han  men han milaen , i ek strong opposition chahta hoon.
",positive,2,unhonne kaha tha i nahin chahta ki india aesa country bane jahan millions people ek man ki han men han milaen i ek strong opposition chahta hoon
1451,"koee conflict ya disagreement originates hoti hai ya astitv men aati hai.
",negative,0,koee conflict ya disagreement originates hoti hai ya astitv men aati hai
1452,"phitkare hue honge. jahan kahi pae ge pakare jaenge aur buri tarah jan se mare jaenge
",neutral,1,phitkare hue honge jahan kahi pae ge pakare jaenge aur buri tarah jan se mare jaenge
1453,"nar males nasht hokar avshoshit kar lie jate hain.
",negative,0,nar males nasht hokar avshoshit kar lie jate hain
1454,"kya label widget sabhi available horizontal space ko bharna chahie
",neutral,1,kya label widget sabhi available horizontal space ko bharna chahie
1455,"dhokhebaz duplicitous salesman sold hamen promised to sell karne ke bavjood use kisi aur ko bech di.
",positive,2,dhokhebaz duplicitous salesman sold hamen promised to sell karne ke bavjood use kisi aur ko bech di
1456,"sthan mukhiya, malik bhago gurooji ko apne dvara sushebhit ki huee shandar avat men bhojan grahan karne ke lie kahta hai.
",positive,2,sthan mukhiya malik bhago gurooji ko apne dvara sushebhit ki huee shandar avat men bhojan grahan karne ke lie kahta hai
1457,"size and location ka main window
",neutral,1,size and location ka main window
1458,"jaise ki pahle kaha ja chuka hai ki bahut few udaharnon ko chhodakar modern rngmnch ke plays ki literature tatha pradarshan english sahity ke influence se hi aarnbh hue hain.
",positive,2,jaise ki pahle kaha ja chuka hai ki bahut few udaharnon ko chhodakar modern rngmnch ke plays ki literature tatha pradarshan english sahity ke influence se hi aarnbh hue hain
1459,"unke dil dilachaspiyon men khoe hue hote hai. unhonne chupke-chupke unjust ones whisper ki niti apnanevalon ne ki yah to bas tum jaisa hi ek manushy hai. phir kya tum dekhte-boojhte jadoo men phns jaoge
",positive,2,unke dil dilachaspiyon men khoe hue hote hai unhonne chupkechupke unjust ones whisper ki niti apnanevalon ne ki yah to bas tum jaisa hi ek manushy hai phir kya tum dekhteboojhte jadoo men phns jaoge
1460,"i translations ki ashuddhiyan dikha chuka hoon.
",negative,0,i translations ki ashuddhiyan dikha chuka hoon
1461,"san 712 men commander of persia muhammad bin kasim ne king of sindh ko hara diya .
",negative,0,san men commander of persia muhammad bin kasim ne king of sindh ko hara diya
1462,"cash rupye , silver aur sone ke aabhooshan , coconuts , fruits , flowers lord ko bhent men chaaye jate hain.
",neutral,1,cash rupye silver aur sone ke aabhooshan coconuts fruits flowers lord ko bhent men chaaye jate hain
1463,"result ghar family kalah mach gaya.
",negative,0,result ghar family kalah mach gaya
1464,"india government ke pas desh ki raksha ke lie paryapt plans and arrangements n the
",negative,0,india government ke pas desh ki raksha ke lie paryapt plans and arrangements n the
1465,"ji right , 10 karor dlarz -
",neutral,1,ji right karor dlarz
1466,"contact list ko show hai jo snpark soochi men ऑflain hain
",negative,0,contact list ko show hai jo snpark soochi men flain hain
1467,"malashay-avagrhantradarshan examining the disease ke lie doctor dvara pryog kiya jane vala ek bahut hi important instrument hai
",positive,2,malashayavagrhantradarshan examining the disease ke lie doctor dvara pryog kiya jane vala ek bahut hi important instrument hai
1468,"court ne kaha ki ve words sirph laughable the aur readers par koee effect dalne men incapable the.
",negative,0,court ne kaha ki ve words sirph laughable the aur readers par koee effect dalne men incapable the
1469,"ae mere devotees ! aaj n tumhen koee fear hai aur n tum shokakul hoge.  -
",positive,2,ae mere devotees aaj n tumhen koee fear hai aur n tum shokakul hoge
1470,"brmaha ek aur sirf ek hi hai.
",neutral,1,brmaha ek aur sirf ek hi hai
1471,"kripya songs ko project men add
",positive,2,kripya songs ko project men add
1472,"pass URI ko Type  Link desktop entry men bhej nahin sakta hai
",neutral,1,pass uri ko type link desktop entry men bhej nahin sakta hai
1473,"institutional arrangements ke satisfactory poora hone ki evidence
",positive,2,institutional arrangements ke satisfactory poora hone ki evidence
1474,"kisi ne uske samne isak prkar ka git gaya:  jab log mujhse dan nahin mangte to jan parta hai ki daridr vyati hoon
",negative,0,kisi ne uske samne isak prkar ka git gaya jab log mujhse dan nahin mangte to jan parta hai ki daridr vyati hoon
1475,"ye ek sath hi pale aur bae aur life friends rahe.
",positive,2,ye ek sath hi pale aur bae aur life friends rahe
1476,"something vastoo jo jivan ya utpti ke lie dangerous hai
",negative,0,something vastoo jo jivan ya utpti ke lie dangerous hai
1477,"rightist jamate-islmi such opposition partiyan amerika par faith karne ki general ki alleged moorkhta ki aalachna kar e hain
",negative,0,rightist jamateislmi such opposition partiyan amerika par faith karne ki general ki alleged moorkhta ki aalachna kar e hain
1478,"india aur togo ke warm and friendly snbndh hain.
",positive,2,india aur togo ke warm and friendly snbndh hain
1479,"unhonne sabhi hundreds of people logon se milakar unke duakh men apni bhagidari jatayi.
",negative,0,unhonne sabhi hundreds of people logon se milakar unke duakh men apni bhagidari jatayi
1480,"phir bhi unke novel men content vastu aur form ki drishti se talmel nahin perfect saka.
",negative,0,phir bhi unke novel men content vastu aur form ki drishti se talmel nahin perfect saka
1481,"hamare pas fully tarah se autonomous vehicle hai
",neutral,1,hamare pas fully tarah se autonomous vehicle hai
1482,"isliye sapta sindhu hindu language  relion ki dharmbhasha  me jakar hapht hindu me parivartit ho gaya  avesta : vendidad fargard 118  .
",neutral,1,isliye sapta sindhu hindu language relion ki dharmbhasha me jakar hapht hindu me parivartit ho gaya avesta vendidad fargard
1483,"is prkar powerless , innocents , krodhit people ne apne authorities par gussa dikhaya tatha apne nikat ke nirdosh people ko nishana banaya
",negative,0,is prkar powerless innocents krodhit people ne apne authorities par gussa dikhaya tatha apne nikat ke nirdosh people ko nishana banaya
1484,"mritak accident ke time ek private job kar raha tha
",negative,0,mritak accident ke time ek private job kar raha tha
1485,"iske i i , aur phir aap apne monthly payment ka bhugtan.
",negative,0,iske i i aur phir aap apne monthly payment ka bhugtan
1486,"ve pichhle paimbar aese log the, jinhen allah ne marg dikhaya tha, to tum unhin ke marg ka anusaran karo. kah do, main tumse uska koee prtidan nahin mangta. vah to sampoorn snsar ke lie bas ek prbodh hai.
",negative,0,ve pichhle paimbar aese log the jinhen allah ne marg dikhaya tha to tum unhin ke marg ka anusaran karo kah do main tumse uska koee prtidan nahin mangta vah to sampoorn snsar ke lie bas ek prbodh hai
1487,"inspired teachers  apne udaharan se apne students men good moral moolyon ka samavesh kar sakte hain.
",positive,2,inspired teachers apne udaharan se apne students men good moral moolyon ka samavesh kar sakte hain
1488,"proxy ke madhyam se connection se refused kar diya
",negative,0,proxy ke madhyam se connection se refused kar diya
1489,"hamne ise highway 1 par san francisco se angeles enjeles tak chalaya hai
",neutral,1,hamne ise highway par san francisco se angeles enjeles tak chalaya hai
1490,"i janta hoon ki bodhisattva sabhi living par apni kripa bhav bikhere hue hain !
",positive,2,i janta hoon ki bodhisattva sabhi living par apni kripa bhav bikhere hue hain
1491,"radha ko eyes hai in aankhon ne today , vah bala hai aprtibh.
",neutral,1,radha ko eyes hai in aankhon ne today vah bala hai aprtibh
1492,"well meri daughter ne uske first school ke pahle year ki events ka achchhi tarah se likha huaa chronicle diya hai.
",positive,2,well meri daughter ne uske first school ke pahle year ki events ka achchhi tarah se likha huaa chronicle diya hai
1493,"mapi mode men MAPI accounts satyapit nahin kar sakta hai
",negative,0,mapi mode men mapi accounts satyapit nahin kar sakta hai
1494,"ek unknown application tayshuda keyring ke lie password badalna chahta hai  aapko password chunna hai jise aap iske liye pryog karna chahte hain
",positive,2,ek unknown application tayshuda keyring ke lie password badalna chahta hai aapko password chunna hai jise aap iske liye pryog karna chahte hain
1495,"words kuchh nahin kaha affairs iske ki  forgive lord sins ! too lord gunahon ko aur lord apne mamle men jo excess hamse ho gee ho , use kshma kar de aur lord plant disbelieving rakh , aur inkar karnevale logon ke muable men hamari sahayta kar.
",positive,2,words kuchh nahin kaha affairs iske ki forgive lord sins too lord gunahon ko aur lord apne mamle men jo excess hamse ho gee ho use kshma kar de aur lord plant disbelieving rakh aur inkar karnevale logon ke muable men hamari sahayta kar
1496,"garden ke charon or tatha aane-jane ke path ka upyog different short green sag-sabji jaise-dhniya , spinach , fenugreek , pudina aadi ugane ke lie kiya ja sakta central
",positive,2,garden ke charon or tatha aanejane ke path ka upyog different short green sagsabji jaisedhniya spinach fenugreek pudina aadi ugane ke lie kiya ja sakta central
1497,"ke staff ke ek sadasy ne uske bad guard kg earthworms lakar die , jiski kimat chandranna ko 300 rupye deni pari.
",neutral,1,ke staff ke ek sadasy ne uske bad guard kg earthworms lakar die jiski kimat chandranna ko rupye deni pari
1498,"kya aap nishchit hain ki aap in 0 tasks ko delete chahte hain
",positive,2,kya aap nishchit hain ki aap in tasks ko delete chahte hain
1499,"mool roop se is temple ka construction place century ke aas-pas huaa tha.
",neutral,1,mool roop se is temple ka construction place century ke aaspas huaa tha
1500,"is large number tatha hamare aaspas aese bahut se vayovriddh hain jo ki hamare desh tatha samaj ke lie bahumooly sahyog prdan kar rahe hain.
",positive,2,is large number tatha hamare aaspas aese bahut se vayovriddh hain jo ki hamare desh tatha samaj ke lie bahumooly sahyog prdan kar rahe hain
1501,"file  temporary fail ko final location   file  men bhejne men viphal :  file
",negative,0,file temporary fail ko final location file men bhejne men viphal file
1502,"jab aap pregnant men hain , aap apni aur look ki kis prkar se dekhbhal kar sakti hain , is bare aap ki midwife ya aapke doctor ko advice dena chahiye.
",positive,2,jab aap pregnant men hain aap apni aur look ki kis prkar se dekhbhal kar sakti hain is bare aap ki midwife ya aapke doctor ko advice dena chahiye
1503,"negative 3 , opposite 3 hai
",negative,0,negative opposite hai
1504,"hame kisse darna chahiye aur bachna chahiye
",negative,0,hame kisse darna chahiye aur bachna chahiye
1505,"vahan pahli dafa ki maut ke siva unko maut ki talai chani hi n paregi aur uda unko doom of hell se mahphooz rakhega
",negative,0,vahan pahli dafa ki maut ke siva unko maut ki talai chani hi n paregi aur uda unko doom of hell se mahphooz rakhega
1506,"traditional indian family moolyon ko kaphi aadar ki drishti se dekha jata hai.
",positive,2,traditional indian family moolyon ko kaphi aadar ki drishti se dekha jata hai
1507,"air dispersion mdling aur transformation farmule chhah se ek article samarpit karne ke lie technical quality aur air pollution ke air dispersion mdling
",positive,2,air dispersion mdling aur transformation farmule chhah se ek article samarpit karne ke lie technical quality aur air pollution ke air dispersion mdling
1508,"unke old friend singh  Amar Singh  ne inki company abcl ke phel ho jane ke karan financial face ke samay inki madad kin.
",negative,0,unke old friend singh amar singh ne inki company abcl ke phel ho jane ke karan financial face ke samay inki madad kin
1509,"order ham use tumhare lie retentive banaen aur use yad rakhne vale ear sunakar yad rakhen
",negative,0,order ham use tumhare lie retentive banaen aur use yad rakhne vale ear sunakar yad rakhen
1510,"services in wales ke lie sampark:-Welsh Office Drugs Unit, Welsh Office, Cathays Park, Cardiff CF1 3NQ telifon nambar ०२२२ ८२५१११
",neutral,1,services in wales ke lie samparkwelsh office drugs unit welsh office cathays park cardiff cf nq telifon nambar
1511,"reduce local swelling dard ko kam karne hetu barph ki thaili ka pryog kiya jata hai.
",negative,0,reduce local swelling dard ko kam karne hetu barph ki thaili ka pryog kiya jata hai
1512,"ek small se country ke lie nepal ki geographical vividhta bahut ullekhniy hai.
",neutral,1,ek small se country ke lie nepal ki geographical vividhta bahut ullekhniy hai
1513,"nissndeh achchhe log pious men honge ,
",positive,2,nissndeh achchhe log pious men honge
1514,"unke hearts dilachaspiyon men trivial hue hote matters unhonne chupke-chupke kanaphoosi ki-arthat unjust ki niti apnanevalon ne ki  yah to bas other jaisa hi ek mortal matters phir kya other dekhte-boojhte magic men phns jaoge
",positive,2,unke hearts dilachaspiyon men trivial hue hote matters unhonne chupkechupke kanaphoosi kiarthat unjust ki niti apnanevalon ne ki yah to bas other jaisa hi ek mortal matters phir kya other dekhteboojhte magic men phns jaoge
1515,"debenture bond ke bare men mujhe samast complete knowledge
",neutral,1,debenture bond ke bare men mujhe samast complete knowledge
1516,"flow of thought ka flow nikal thought
",neutral,1,flow of thought ka flow nikal thought
1517,"kisi chemical compound ka component jo aavashyak hota hai
",neutral,1,kisi chemical compound ka component jo aavashyak hota hai
1518,"aur yah hamesha har step ke bad ek reality ki janch karne ke lie good hai.
",positive,2,aur yah hamesha har step ke bad ek reality ki janch karne ke lie good hai
1519,"aur un par flocks ki flocks birds send din
",neutral,1,aur un par flocks ki flocks birds send din
1520,"ata hamne unhen thing aur past ke lie shikshaprad udaharan bana diya
",neutral,1,ata hamne unhen thing aur past ke lie shikshaprad udaharan bana diya
1521,"full object death ka taste chakhnevala hai , aur tumhen to judgment ke day poora-poora badla de diya jaega. ata jise fire  jahannam  se hatakar garden men dail kar diya gaya , vah saphal raha. raha sansarik soul , to vah maya-samagri ke siva kuchh bhi nahin
",negative,0,full object death ka taste chakhnevala hai aur tumhen to judgment ke day poorapoora badla de diya jaega ata jise fire jahannam se hatakar garden men dail kar diya gaya vah saphal raha raha sansarik soul to vah mayasamagri ke siva kuchh bhi nahin
1522,"englishman ki eyes men chamak aa gee ,
",neutral,1,englishman ki eyes men chamak aa gee
1523,"most committees men public pratyaksh athva apratyaksh ng se tab snbaddh hoti hai jab unse memoranda snbndhi jnjapan prapt hote hain.
",neutral,1,most committees men public pratyaksh athva apratyaksh ng se tab snbaddh hoti hai jab unse memoranda snbndhi jnjapan prapt hote hain
1524,"lekin nanak ka jnjan guru se kahin ba-cha kar tha.
",neutral,1,lekin nanak ka jnjan guru se kahin bacha kar tha
1525,"je ka ph greater hai aa se
",positive,2,je ka ph greater hai aa se
1526,"akasmat ek hawks ne sky men teji se dive lagaee aur doosri hawks par hamla kar diya .
",negative,0,akasmat ek hawks ne sky men teji se dive lagaee aur doosri hawks par hamla kar diya
1527,"to phir tumhen in books sari kitabon ki kya jaroorat hai
",positive,2,to phir tumhen in books sari kitabon ki kya jaroorat hai
1528,"folder   doesn   men koee duplicate message nahin hai
",neutral,1,folder doesn men koee duplicate message nahin hai
1529,"unhonne phir kabhi murakar nahin dekha
",neutral,1,unhonne phir kabhi murakar nahin dekha
1530,"hamen yahi sab apne digital jivan men bhi karna sikhna parta hai
",neutral,1,hamen yahi sab apne digital jivan men bhi karna sikhna parta hai
1531,"shimla, rail, road or air marg se reached ja sakta hai.
",positive,2,shimla rail road or air marg se reached ja sakta hai
1532,"cell cycle men phase jismen cell ke size men vaddhi hoti hai tatha dna ki prtikriti nirmit hoti hai
",positive,2,cell cycle men phase jismen cell ke size men vaddhi hoti hai tatha dna ki prtikriti nirmit hoti hai
1533,"international community ko ab manav ke sammukh complex issues ke samadhan hetu tolerance aur sadbhavna paida karne ke lie mankind wisdom mankind kary karna chahie.
",positive,2,international community ko ab manav ke sammukh complex issues ke samadhan hetu tolerance aur sadbhavna paida karne ke lie mankind wisdom mankind kary karna chahie
1534,"aapke snjal devices and connections ko prbndhit karne ke lie notification area applet
",neutral,1,aapke snjal devices and connections ko prbndhit karne ke lie notification area applet
1535,"aur main aapke poster join vapas bhej groups  ikatthe aaiye
",positive,2,aur main aapke poster join vapas bhej groups ikatthe aaiye
1536,"ki ye world , tony blair aur bono aur
",positive,2,ki ye world tony blair aur bono aur
1537,"aap ise number line kar sakte hain yadi aapko zaroorat pare to
",positive,2,aap ise number line kar sakte hain yadi aapko zaroorat pare to
1538,"yah necessary hai years next ten varshon men society se hunger door karne ke lie khady-utpadan production karna hoga.
",positive,2,yah necessary hai years next ten varshon men society se hunger door karne ke lie khadyutpadan production karna hoga
1539,"yah message content hai , ek strong encryption algorithm ke sath  kisi bahri ke lie prayogik time sima men message ki samagri dekhna bahut difficult hoga
",positive,2,yah message content hai ek strong encryption algorithm ke sath kisi bahri ke lie prayogik time sima men message ki samagri dekhna bahut difficult hoga
1540,"is madad hetu nimnankit samoohon ko chuna gaya hai
",neutral,1,is madad hetu nimnankit samoohon ko chuna gaya hai
1541,"signs ka first lakshan to yah hai ki milk cessation karna bnd kar deta haidoodh bhi vah kam drop men dene lagta hai
",negative,0,signs ka first lakshan to yah hai ki milk cessation karna bnd kar deta haidoodh bhi vah kam drop men dene lagta hai
1542,"115kakh   1  jahan kisi assessee ki , jo overseas financial organisation hai  jise ismen iske hereinafter  apatat fund  kaha gaya hai  kul total men ,
",neutral,1,kakh jahan kisi assessee ki jo overseas financial organisation hai jise ismen iske hereinafter apatat fund kaha gaya hai kul total men
1543,"rashtrapti ne ek condolence message men kaha hai ,  mujhe nyaymoortishrivi aar krishn ayyar ke nidhan ke bare men janakar atynt duakh huaa hai.
",neutral,1,rashtrapti ne ek condolence message men kaha hai mujhe nyaymoortishrivi aar krishn ayyar ke nidhan ke bare men janakar atynt duakh huaa hai
1544,"jahan mool dravy aur samany shashvat hote hai, vahi vyaktiyo ki utpti hoti hai aur nashvar hote hai.
",neutral,1,jahan mool dravy aur samany shashvat hote hai vahi vyaktiyo ki utpti hoti hai aur nashvar hote hai
1545,"ek adhyayan ke anusar 24 weeks of age aur 10-20 kilo gram vajan vale nar mada ko yadi 300 se 450 rupye men becha jata hai to ismen karib 500 se 600 rupye ka labh hota hai.
",positive,2,ek adhyayan ke anusar weeks of age aur kilo gram vajan vale nar mada ko yadi se rupye men becha jata hai to ismen karib se rupye ka labh hota hai
1546,"bina parikshan kie ve apne rulers , darbariyon , samnton tatha men ko iske low ki svikriti kaise high sakte hain.
",negative,0,bina parikshan kie ve apne rulers darbariyon samnton tatha men ko iske low ki svikriti kaise high sakte hain
1547,"father aur son jab himalayas ki ghati men time tab aprail ka foot shuroo ho chuka tha
",positive,2,father aur son jab himalayas ki ghati men time tab aprail ka foot shuroo ho chuka tha
1548,"kintu jis kisi ne iske atirikt kuchh aur chaha to aese hi log sima ka ullnghan karnevale transgressors
",neutral,1,kintu jis kisi ne iske atirikt kuchh aur chaha to aese hi log sima ka ullnghan karnevale transgressors
1549,"humans ka body prone hai kintu soul ka kabhi destruction nahin hota.
",negative,0,humans ka body prone hai kintu soul ka kabhi destruction nahin hota
1550,"el es di mastishk par kis prkar asar dalti hai, yah present men thik-thik pata nahin hai.
",neutral,1,el es di mastishk par kis prkar asar dalti hai yah present men thikthik pata nahin hai
1551,"lekin , to yah first quadrant ka intersection bhag milan bindu hai.
",neutral,1,lekin to yah first quadrant ka intersection bhag milan bindu hai
1552,"kya menu items men accelerators hone chahie
",neutral,1,kya menu items men accelerators hone chahie
1553,"hindi ke bare men various great ke sayings
",positive,2,hindi ke bare men various great ke sayings
1554,"aur plants belen, aur trees prostrate ko sajda karte hain
",neutral,1,aur plants belen aur trees prostrate ko sajda karte hain
1555,"data jo aapne bhara hai uske karan nimn problems milina
",negative,0,data jo aapne bhara hai uske karan nimn problems milina
